-4.5989089012146,-3.1271538734436035
-8.278036117553711,-5.62887716293335
-11.22133731842041,-7.630255699157715
-13.57597827911377,-9.231358528137207
-15.596611022949219,-10.442587852478027
-17.213117599487305,-11.411571502685547
-18.506322860717773,-12.186758041381836
-19.54253578186035,-12.824060440063477
-20.322452545166016,-13.334611892700195
-20.946386337280273,-13.74305248260498
-21.44309425354004,-14.120318412780762
-21.758703231811523,-14.42331314086914
-22.01119041442871,-14.665708541870117
-22.213180541992188,-14.859624862670898
-22.41567611694336,-14.969380378723145
-22.577672958374023,-15.057185173034668
-22.7072696685791,-15.127429008483887
-22.815231323242188,-15.17287826538086
-22.988807678222656,-15.207977294921875
-23.127668380737305,-15.236056327819824
-23.23529052734375,-15.258075714111328
-23.120790481567383,-15.205328941345215
-23.029190063476562,-15.163130760192871
-22.955909729003906,-15.129372596740723
-22.93241310119629,-15.254680633544922
-22.913616180419922,-15.354927062988281
-22.898578643798828,-15.435123443603516
-22.899465560913086,-15.4146728515625
-22.900175094604492,-15.39831256866455
-22.900741577148438,-15.385224342346191
-22.895769119262695,-15.374058723449707
-22.94719886779785,-15.30233383178711
-22.98834228515625,-15.244954109191895
-23.021257400512695,-15.199049949645996
-22.99373435974121,-15.208375930786133
-22.971715927124023,-15.215836524963379
-22.9541015625,-15.221805572509766
-22.984867095947266,-15.310819625854492
-23.009479522705078,-15.382031440734863
-23.029170989990234,-15.439000129699707
-23.044334411621094,-15.48449993133545
-23.055727005004883,-15.571630477905273
-23.06484031677246,-15.641334533691406
-23.066011428833008,-15.555131912231445
-23.17050552368164,-15.484673500061035
-23.254100799560547,-15.428306579589844
-23.32423973083496,-15.496576309204102
-23.298593521118164,-15.552373886108398
-23.278076171875,-15.59701156616211
-23.21529197692871,-15.611186027526855
-23.165063858032227,-15.622525215148926
-23.124881744384766,-15.631596565246582
-23.156646728515625,-15.745014190673828
-23.182058334350586,-15.835748672485352
-23.2023868560791,-15.90833568572998
-23.243898391723633,-15.869751930236816
-23.27710723876953,-15.838884353637695
-23.303674697875977,-15.814190864562988
-23.249958038330078,-15.874772071838379
-23.20698356628418,-15.923236846923828
-23.171100616455078,-15.96181583404541
